Entity,Code,Year,Health expenditure (2010 int-$) (2010 int-$),Life expectancy at birth (years),Total population (Gapminder)
Equatorial Guinea,GNQ,2008,,50.39573171,662327
Equatorial Guinea,GNQ,2009,,50.96536585,681115
Equatorial Guinea,GNQ,2010,,51.53307317,700401
Equatorial Guinea,GNQ,2011,,52.08490244,720213
Equatorial Guinea,GNQ,2012,,52.61290244,740471
Equatorial Guinea,GNQ,2013,,53.11456098,761050
Eritrea,ERI,1800,,,205010
Eritrea,ERI,1820,,,205010
Eritrea,ERI,1950,,,1141300
Eritrea,ERI,1951,,,1162455
Eritrea,ERI,1952,,,1185426
Eritrea,ERI,1953,,,1210063
Eritrea,ERI,1954,,,1236248
Eritrea,ERI,1955,,,1263899
Eritrea,ERI,1956,,,1292970
Eritrea,ERI,1957,,,1323450
Eritrea,ERI,1958,,,1355355
Eritrea,ERI,1959,,,1388725
Eritrea,ERI,1960,,37.36290244,1423599
Eritrea,ERI,1961,,37.59887805,1459988
Eritrea,ERI,1962,,37.85158537,1497855
Eritrea,ERI,1963,,38.12312195,1537105
Eritrea,ERI,1964,,38.41453659,1577613
Eritrea,ERI,1965,,38.72697561,1619301
Eritrea,ERI,1966,,39.06107317,1662247
Eritrea,ERI,1967,,39.41343902,1706539
Eritrea,ERI,1968,,39.77868293,1752123
Eritrea,ERI,1969,,40.15085366,1798934
Eritrea,ERI,1970,,40.5235122,1847000
Eritrea,ERI,1971,,40.89121951,1896028
Eritrea,ERI,1972,,41.24885366,1946213
Eritrea,ERI,1973,,41.59229268,1998632
Eritrea,ERI,1974,,41.91692683,2054727
Eritrea,ERI,1975,,42.21463415,2115400
Eritrea,ERI,1976,,42.47673171,2181178
Eritrea,ERI,1977,,42.70814634,2251397
Eritrea,ERI,1978,,42.91678049,2324290
Eritrea,ERI,1979,,43.11504878,2397387
Eritrea,ERI,1980,,43.31992683,2468902
Eritrea,ERI,1981,,43.54992683,2537333
Eritrea,ERI,1982,,43.82263415,2602966
Eritrea,ERI,1983,,44.15014634,2667868
Eritrea,ERI,1984,,44.54502439,2735121
Eritrea,ERI,1985,,45.01131707,2806456
Eritrea,ERI,1986,,45.55058537,2884388
Eritrea,ERI,1987,,46.15185366,2967048
Eritrea,ERI,1988,,46.80314634,3046674
Eritrea,ERI,1989,,47.49802439,3112654
Eritrea,ERI,1990,,48.23595122,3158295
Eritrea,ERI,1991,,49.0184878,3180430
Eritrea,ERI,1992,,49.84004878,3184019
Eritrea,ERI,1993,,50.68968293,3180541
Eritrea,ERI,1994,,51.55134146,3186063
Eritrea,ERI,1995,,52.40460976,3212503
Eritrea,ERI,1996,,53.22853659,3263016
Eritrea,ERI,1997,,54.00960976,3335157
Eritrea,ERI,1998,,54.73934146,3428264
Eritrea,ERI,1999,,55.41168293,3539885
Eritrea,ERI,2000,,56.02653659,3667576
Eritrea,ERI,2001,,56.58985366,3812473
Eritrea,ERI,2002,,57.119,3973973
Eritrea,ERI,2003,,57.62843902,4145500
Eritrea,ERI,2004,,58.12819512,4318343
Eritrea,ERI,2005,,58.62678049,4486155
Eritrea,ERI,2006,,59.1292439,4645837
Eritrea,ERI,2007,,59.63621951,4798561
Eritrea,ERI,2008,,60.1472439,4947521
Eritrea,ERI,2009,,60.66336585,5097998
Eritrea,ERI,2010,,61.18509756,5253676
Eritrea,ERI,2011,,61.71092683,5415280
Eritrea,ERI,2012,,62.23478049,5580862
Eritrea,ERI,2013,,62.75463415,5748304
Estonia,EST,1800,,,334136
Estonia,EST,1820,,,334136
Estonia,EST,1950,,,1100998
Estonia,EST,1951,,,1113922
Estonia,EST,1952,,,1126280
Estonia,EST,1953,,,1138038
Estonia,EST,1954,,,1149241
Estonia,EST,1955,,,1160002
Estonia,EST,1956,,,1170514
Estonia,EST,1957,,,1181044
Estonia,EST,1958,,,1191912
Estonia,EST,1959,,,1203467
Estonia,EST,1960,,67.90597561,1216003
Estonia,EST,1961,,68.36285366,1229668
Estonia,EST,1962,,68.74204878,1244386
Estonia,EST,1963,,69.05407317,1259824
Estonia,EST,1964,,69.30992683,1275487
Estonia,EST,1965,,69.51712195,1290996
Estonia,EST,1966,,69.68068293,1306197
Estonia,EST,1967,,69.80212195,1321132
Estonia,EST,1968,,69.88292683,1335846
Estonia,EST,1969,,69.92760976,1350454
Estonia,EST,1970,..,69.93660976,1365002
Estonia,EST,1971,..,69.90534146,1379574
Estonia,EST,1972,..,69.83331707,1394029
Estonia,EST,1973,..,69.72507317,1407932
Estonia,EST,1974,..,69.59117073,1420709
Estonia,EST,1975,..,69.4437561,1431998
Estonia,EST,1976,..,69.29243902,1441551
Estonia,EST,1977,..,69.15136585,1449609
Estonia,EST,1978,..,69.03219512,1456892
Estonia,EST,1979,..,68.946,1464417
Estonia,EST,1980,..,68.91407317,1472898
Estonia,EST,1981,..,68.97804878,1482176
Estonia,EST,1982,..,69.12682927,1491897
Estonia,EST,1983,..,69.37560976,1502292
Estonia,EST,1984,..,69.27804878,1513617
Estonia,EST,1985,..,69.3804878,1525790
Estonia,EST,1986,..,70.08536585,1539549
Estonia,EST,1987,..,70.64390244,1554175
Estonia,EST,1988,..,70.69756098,1566396
Estonia,EST,1989,..,70.03902439,1571840
Estonia,EST,1990,..,69.47560976,1567631
Estonia,EST,1991,..,69.37317073,1552370
Estonia,EST,1992,..,68.86341463,1527660
Estonia,EST,1993,..,67.9097561,1497364
Estonia,EST,1994,..,66.5,1467016
Estonia,EST,1995,..,67.54390244,1440710
Estonia,EST,1996,..,69.61219512,1419727
Estonia,EST,1997,..,69.8097561,1403188
Estonia,EST,1998,..,69.35853659,1390414
Estonia,EST,1999,754.2285,70.06341463,1379962
Estonia,EST,2000,751.4352,70.41707317,1370749
Estonia,EST,2001,745.465,70.25853659,1362823
Estonia,EST,2002,786.621,70.90487805,1356644
Estonia,EST,2003,877.7061,71.31707317,1351955
Estonia,EST,2004,978.3881,71.9097561,1348449
Estonia,EST,2005,1047.3086,72.56829268,1345857
Estonia,EST,2006,1152.9042,72.69146341,1344038
Estonia,EST,2007,1275.8281,72.81463415,1342873
Estonia,EST,2008,1373.0364,73.77073171,1342145
Estonia,EST,2009,1342.592,74.82439024,1341629
Estonia,EST,2010,1334.1851,75.42926829,1341140
Estonia,EST,2011,1324.0841,76.22926829,1340537
Estonia,EST,2012,1394.4443,76.32682927,1339762
Estonia,EST,2013,1464.5597,76.42439024,1338832
Estonia,EST,2014,1550.0278,,
Estonia,EST,2015,1613.1031,,
Ethiopia,ETH,1800,,,2948990
Ethiopia,ETH,1820,,,2948990
Ethiopia,ETH,1950,,,18433866
Ethiopia,ETH,1951,,,18788330
Ethiopia,ETH,1952,,,19150885
Ethiopia,ETH,1953,,,19522300
Ethiopia,ETH,1954,,,19903919
Ethiopia,ETH,1955,,,20297664
Ethiopia,ETH,1956,,,20706078
Ethiopia,ETH,1957,,,21132283
Ethiopia,ETH,1958,,,21579828
Ethiopia,ETH,1959,,,22052451
Ethiopia,ETH,1960,,38.40570732,22553350
Ethiopia,ETH,1961,,39.06863415,23084406
Ethiopia,ETH,1962,,39.69765854,23645508
Ethiopia,ETH,1963,,40.27680488,24234254
Ethiopia,ETH,1964,,40.79707317,24846785
Ethiopia,ETH,1965,,41.25446341,25480202
Ethiopia,ETH,1966,,41.65597561,26128435
Ethiopia,ETH,1967,,42.01556098,26790992
Ethiopia,ETH,1968,,42.34617073,27476546
Ethiopia,ETH,1969,,42.65280488,28197484
Ethiopia,ETH,1970,,42.93990244,28959382
Ethiopia,ETH,1971,,43.211,29777985
Ethiopia,ETH,1972,,43.46302439,30642920
Ethiopia,ETH,1973,,43.69153659,31503206
Ethiopia,ETH,1974,,43.89153659,32289683
Ethiopia,ETH,1975,,44.04002439,32958964
Ethiopia,ETH,1976,,44.11104878,33486288
Ethiopia,ETH,1977,,44.09863415,33903618
Ethiopia,ETH,1978,,44.01280488,34294030
Ethiopia,ETH,1979,,43.87953659,34773640
Ethiopia,ETH,1980,,43.74680488,35426282
Ethiopia,ETH,1981,,43.67356098,36282554
Ethiopia,ETH,1982,,43.70529268,37319328
Ethiopia,ETH,1983,,43.8684878,38500829
Ethiopia,ETH,1984,,44.16860976,39768079
Ethiopia,ETH,1985,,44.58370732,41077517
Ethiopia,ETH,1986,,45.07480488,42417873
Ethiopia,ETH,1987,,45.58492683,43802479
Ethiopia,ETH,1988,,46.07314634,45240322
Ethiopia,ETH,1989,,46.52597561,46747612
Ethiopia,ETH,1990,,46.94495122,48333261
Ethiopia,ETH,1991,,47.34612195,49998845
Ethiopia,ETH,1992,,47.76246341,51730288
Ethiopia,ETH,1993,,48.21795122,53502211
Ethiopia,ETH,1994,,48.71807317,55281054
Ethiopia,ETH,1995,,49.25834146,57042197
Ethiopia,ETH,1996,,49.82621951,58774378
Ethiopia,ETH,1997,,50.40668293,60481739
Ethiopia,ETH,1998,,50.99663415,62174171
Ethiopia,ETH,1999,,51.601,63868806
Ethiopia,ETH,2000,,52.24114634,65577897
Ethiopia,ETH,2001,,52.94695122,67303731
Ethiopia,ETH,2002,,53.73487805,69040669
Ethiopia,ETH,2003,,54.60885366,70784012
Ethiopia,ETH,2004,,55.56134146,72526620
Ethiopia,ETH,2005,,56.57180488,74263861
Ethiopia,ETH,2006,,57.61521951,75993403
Ethiopia,ETH,2007,,58.65365854,77718436
Ethiopia,ETH,2008,,59.65626829,79446419
Ethiopia,ETH,2009,,60.60014634,81187751
Ethiopia,ETH,2010,,61.46795122,82949541
Ethiopia,ETH,2011,,62.25285366,84734262
Ethiopia,ETH,2012,,62.96595122,86538534
Ethiopia,ETH,2013,,63.61734146,88356373
Euro area,,1960,,69.27371101,
Euro area,,1961,,69.64436515,
Euro area,,1962,,69.60281546,
Euro area,,1963,,69.77242602,
Euro area,,1964,,70.23234036,
Euro area,,1965,,70.31869107,
Euro area,,1966,,70.59547424,
Euro area,,1967,,70.73566023,
Euro area,,1968,,70.78598154,
Euro area,,1969,,70.79269027,
Euro area,,1970,,71.15697158,
Euro area,,1971,,71.2647898,
Euro area,,1972,,71.60383629,
Euro area,,1973,,71.69887954,
Euro area,,1974,,72.02448698,
Euro area,,1975,,72.16771002,
Euro area,,1976,,72.43328707,
Euro area,,1977,,72.78877712,
Euro area,,1978,,73.01045251,
Euro area,,1979,,73.3337642,
Euro area,,1980,,73.52758519,
Euro area,,1981,,73.81093964,
Euro area,,1982,,74.15401891,
Euro area,,1983,,74.22921084,
Euro area,,1984,,74.58799568,
Euro area,,1985,,74.75764386,
Euro area,,1986,,75.05656989,
Euro area,,1987,,75.34586887,
Euro area,,1988,,75.53036981,
Euro area,,1989,,75.7517958,
Euro area,,1990,,75.89669328,
Euro area,,1991,,76.02317384,
Euro area,,1992,,76.37849617,
Euro area,,1993,,76.48566897,
Euro area,,1994,,76.79385623,
Euro area,,1995,,76.95410574,
Euro area,,1996,,77.21708908,
Euro area,,1997,,77.57992883,
Euro area,,1998,,77.79548899,
Euro area,,1999,,78.02013026,
Euro area,,2000,,78.27399193,
Euro area,,2001,,78.59671657,
Euro area,,2002,,78.68434829,
Euro area,,2003,,78.70711431,
Euro area,,2004,,79.2785234,
Euro area,,2005,,79.42612083,
Euro area,,2006,,79.85587728,
Euro area,,2007,,80.09950905,
Euro area,,2008,,80.30260169,
Euro area,,2009,,80.50318936,
Euro area,,2010,,80.74800946,
Euro area,,2011,,81.30274125,
Euro area,,2012,,81.31169916,
Euro area,,2013,,81.37270437,
Europe & Central Asia (all income levels),,1960,,67.03002722,
Europe & Central Asia (all income levels),,1961,,67.39474077,
Europe & Central Asia (all income levels),,1962,,67.48937478,
Europe & Central Asia (all income levels),,1963,,67.75993274,
Europe & Central Asia (all income levels),,1964,,68.15814415,
Europe & Central Asia (all income levels),,1965,,68.31097575,
Europe & Central Asia (all income levels),,1966,,68.52277183,
Europe & Central Asia (all income levels),,1967,,68.64870195,
Europe & Central Asia (all income levels),,1968,,68.72086537,
Europe & Central Asia (all income levels),,1969,,68.72908241,
Europe & Central Asia (all income levels),,1970,,69.00872358,
Europe & Central Asia (all income levels),,1971,,69.14600238,
Europe & Central Asia (all income levels),,1972,,69.34941683,
Europe & Central Asia (all income levels),,1973,,69.4436103,
Europe & Central Asia (all income levels),,1974,,69.64602099,
Europe & Central Asia (all income levels),,1975,,69.61942434,
Europe & Central Asia (all income levels),,1976,,69.71945911,
Europe & Central Asia (all income levels),,1977,,69.89160631,
Europe & Central Asia (all income levels),,1978,,69.98153798,
Europe & Central Asia (all income levels),,1979,,70.10061738,
Europe & Central Asia (all income levels),,1980,,70.2046598,
Europe & Central Asia (all income levels),,1981,,70.47078215,
Europe & Central Asia (all income levels),,1982,,70.76280954,
Europe & Central Asia (all income levels),,1983,,70.83361027,
Europe & Central Asia (all income levels),,1984,,70.98514347,
Europe & Central Asia (all income levels),,1985,,71.19767067,
Europe & Central Asia (all income levels),,1986,,71.68027593,
Europe & Central Asia (all income levels),,1987,,71.89154113,
Europe & Central Asia (all income levels),,1988,,72.01051258,
Europe & Central Asia (all income levels),,1989,,72.06338568,
Europe & Central Asia (all income levels),,1990,,72.05621615,
Europe & Central Asia (all income levels),,1991,,71.95884555,
Europe & Central Asia (all income levels),,1992,,71.88280221,
Europe & Central Asia (all income levels),,1993,,71.56270749,
Europe & Central Asia (all income levels),,1994,,71.63181174,
Europe & Central Asia (all income levels),,1995,,71.82688257,
Europe & Central Asia (all income levels),,1996,,72.1861546,
Europe & Central Asia (all income levels),,1997,,72.58038449,
Europe & Central Asia (all income levels),,1998,,72.80475204,
Europe & Central Asia (all income levels),,1999,,72.89986255,
Europe & Central Asia (all income levels),,2000,,73.02841943,
Europe & Central Asia (all income levels),,2001,,73.34394354,
Europe & Central Asia (all income levels),,2002,,73.40168208,
Europe & Central Asia (all income levels),,2003,,73.50808454,
Europe & Central Asia (all income levels),,2004,,73.93325268,
Europe & Central Asia (all income levels),,2005,,74.08602073,
Europe & Central Asia (all income levels),,2006,,74.56769238,
Europe & Central Asia (all income levels),,2007,,74.9130984,
Europe & Central Asia (all income levels),,2008,,75.15747949,
Europe & Central Asia (all income levels),,2009,,75.54126725,
Europe & Central Asia (all income levels),,2010,,75.83339757,
Europe & Central Asia (all income levels),,2011,,76.36788893,
Europe & Central Asia (all income levels),,2012,,76.55221058,
Europe & Central Asia (all income levels),,2013,,76.77120555,
Europe & Central Asia (developing only),,1960,,61.2105314,
Europe & Central Asia (developing only),,1961,,61.73673453,
Europe & Central Asia (developing only),,1962,,62.12940335,
Europe & Central Asia (developing only),,1963,,62.55351393,
Europe & Central Asia (developing only),,1964,,62.92965234,
Europe & Central Asia (developing only),,1965,,63.23059074,
Europe & Central Asia (developing only),,1966,,63.48808165,
Europe & Central Asia (developing only),,1967,,63.6899788,
Europe & Central Asia (developing only),,1968,,63.95793208,
Europe & Central Asia (developing only),,1969,,64.13623137,
Europe & Central Asia (developing only),,1970,,64.38261967,
Europe & Central Asia (developing only),,1971,,64.57483247,
Europe & Central Asia (developing only),,1972,,64.7160223,
Europe & Central Asia (developing only),,1973,,64.92475365,
Europe & Central Asia (developing only),,1974,,65.0932852,
Europe & Central Asia (developing only),,1975,,65.21361097,
Europe & Central Asia (developing only),,1976,,65.35166515,
Europe & Central Asia (developing only),,1977,,65.44338754,
Europe & Central Asia (developing only),,1978,,65.54869195,
Europe & Central Asia (developing only),,1979,,65.64523056,
Europe & Central Asia (developing only),,1980,,65.91569689,
Europe & Central Asia (developing only),,1981,,66.12962775,
Europe & Central Asia (developing only),,1982,,66.32986834,
Europe & Central Asia (developing only),,1983,,66.64149293,
Europe & Central Asia (developing only),,1984,,66.93889798,
Europe & Central Asia (developing only),,1985,,67.18743593,
Europe & Central Asia (developing only),,1986,,67.42691143,
Europe & Central Asia (developing only),,1987,,67.66340726,
Europe & Central Asia (developing only),,1988,,67.74595801,
Europe & Central Asia (developing only),,1989,,67.83262714,
Europe & Central Asia (developing only),,1990,,67.77310349,
Europe & Central Asia (developing only),,1991,,67.6216589,
Europe & Central Asia (developing only),,1992,,67.56392647,
Europe & Central Asia (developing only),,1993,,67.3800584,
Europe & Central Asia (developing only),,1994,,67.27495764,
Europe & Central Asia (developing only),,1995,,67.22961389,
Europe & Central Asia (developing only),,1996,,67.32466576,
Europe & Central Asia (developing only),,1997,,67.78158086,
Europe & Central Asia (developing only),,1998,,68.13981725,
Europe & Central Asia (developing only),,1999,,68.52110732,
Europe & Central Asia (developing only),,2000,,68.90386794,
Europe & Central Asia (developing only),,2001,,69.21095103,
Europe & Central Asia (developing only),,2002,,69.36905993,
Europe & Central Asia (developing only),,2003,,69.59424843,
Europe & Central Asia (developing only),,2004,,69.82696011,
Europe & Central Asia (developing only),,2005,,69.97155762,
Europe & Central Asia (developing only),,2006,,70.22323079,
Europe & Central Asia (developing only),,2007,,70.49039122,
Europe & Central Asia (developing only),,2008,,70.70275198,
Europe & Central Asia (developing only),,2009,,71.17960597,
Europe & Central Asia (developing only),,2010,,71.51793355,
Europe & Central Asia (developing only),,2011,,71.89905958,
Europe & Central Asia (developing only),,2012,,72.14887618,
Europe & Central Asia (developing only),,2013,,72.39378267,
European Union,,1960,,69.27954395,
European Union,,1961,,69.58937012,
European Union,,1962,,69.51456838,
European Union,,1963,,69.75930074,
European Union,,1964,,70.22603602,
European Union,,1965,,70.33689557,
European Union,,1966,,70.56733338,
European Union,,1967,,70.67725898,
European Union,,1968,,70.72345628,
European Union,,1969,,70.67886356,
European Union,,1970,,70.99791646,
European Union,,1971,,71.10600402,
European Union,,1972,,71.41381445,
European Union,,1973,,71.53396097,
European Union,,1974,,71.82454607,
European Union,,1975,,71.92026866,
European Union,,1976,,72.12487553,
European Union,,1977,,72.4087402,
European Union,,1978,,72.52419966,
European Union,,1979,,72.7683244,
European Union,,1980,,72.86270491,
European Union,,1981,,73.20235556,
European Union,,1982,,73.46395521,
European Union,,1983,,73.52753686,
European Union,,1984,,73.80302003,
European Union,,1985,,73.87723904,
European Union,,1986,,74.14497751,
European Union,,1987,,74.38688949,
European Union,,1988,,74.57457691,
European Union,,1989,,74.73760163,
European Union,,1990,,74.85906597,
European Union,,1991,,74.96750366,
European Union,,1992,,75.28669043,
European Union,,1993,,75.39361543,
European Union,,1994,,75.68943023,
European Union,,1995,,75.81365775,
European Union,,1996,,76.06588486,
European Union,,1997,,76.35912911,
European Union,,1998,,76.59392231,
European Union,,1999,,76.82386118,
European Union,,2000,,77.15763113,
European Union,,2001,,77.49280022,
European Union,,2002,,77.60566525,
European Union,,2003,,77.69313269,
European Union,,2004,,78.19242808,
European Union,,2005,,78.36408138,
European Union,,2006,,78.73791532,
European Union,,2007,,78.96830794,
European Union,,2008,,79.18316615,
European Union,,2009,,79.44113743,
European Union,,2010,,79.72576466,
European Union,,2011,,80.29947443,
European Union,,2012,,80.31343968,
European Union,,2013,,80.38393396,
Faeroe Islands,FRO,1800,,,13537
Faeroe Islands,FRO,1820,,,13537
Faeroe Islands,FRO,1950,,,31504
Faeroe Islands,FRO,1951,,,31304
Faeroe Islands,FRO,1952,,,31249
Faeroe Islands,FRO,1953,,,31335
Faeroe Islands,FRO,1954,,,31551
Faeroe Islands,FRO,1955,,,31879
Faeroe Islands,FRO,1956,,,32299
Faeroe Islands,FRO,1957,,,32786
Faeroe Islands,FRO,1958,,,33307
Faeroe Islands,FRO,1959,,,33833
Faeroe Islands,FRO,1960,,,34334
Faeroe Islands,FRO,1961,,,34793
Faeroe Islands,FRO,1962,,,35210
Faeroe Islands,FRO,1963,,,35597
Faeroe Islands,FRO,1964,,,35985
Faeroe Islands,FRO,1965,,,36391
Faeroe Islands,FRO,1966,,,36820
Faeroe Islands,FRO,1967,,,37262
Faeroe Islands,FRO,1968,,,37707
Faeroe Islands,FRO,1969,,,38139
Faeroe Islands,FRO,1970,,,38547
Faeroe Islands,FRO,1971,,,38928
Faeroe Islands,FRO,1972,,,39288
Faeroe Islands,FRO,1973,,74.49756098,39641
Faeroe Islands,FRO,1974,,,40008
Faeroe Islands,FRO,1975,,,40403
Faeroe Islands,FRO,1976,,,40829
Faeroe Islands,FRO,1977,,,41281
Faeroe Islands,FRO,1978,,75.98536585,41757
Faeroe Islands,FRO,1979,,,42258
Faeroe Islands,FRO,1980,,,42779
Faeroe Islands,FRO,1981,,,43305
Faeroe Islands,FRO,1982,,,43831
Faeroe Islands,FRO,1983,,,44364
Faeroe Islands,FRO,1984,,,44920
Faeroe Islands,FRO,1985,,,45497
Faeroe Islands,FRO,1986,,75.26585366,46133
Faeroe Islands,FRO,1987,,75.46585366,46802
Faeroe Islands,FRO,1988,,75.71463415,47370
Faeroe Islands,FRO,1989,,75.91463415,47659
Faeroe Islands,FRO,1990,,76.06341463,47558
Faeroe Islands,FRO,1991,,76.31219512,46995
Faeroe Islands,FRO,1992,,76.56341463,46050
Faeroe Islands,FRO,1993,,76.86341463,44953
Faeroe Islands,FRO,1994,,77.11463415,44022
Faeroe Islands,FRO,1995,,77.31463415,43483
Faeroe Islands,FRO,1996,,77.51707317,43416
Faeroe Islands,FRO,1997,,77.77073171,43746
Faeroe Islands,FRO,1998,,77.97560976,44358
Faeroe Islands,FRO,1999,,78.1804878,45070
Faeroe Islands,FRO,2000,,78.43658537,45743
Faeroe Islands,FRO,2001,,78.6902439,46358
Faeroe Islands,FRO,2002,,78.84390244,46944
Faeroe Islands,FRO,2003,,78.99512195,47472
Faeroe Islands,FRO,2004,,79.14390244,47915
Faeroe Islands,FRO,2005,,79.34146341,48258
Faeroe Islands,FRO,2006,,79.64146341,48475
Faeroe Islands,FRO,2007,,79.93902439,48572
Faeroe Islands,FRO,2008,,80.1902439,48597
Faeroe Islands,FRO,2009,,80.39268293,48625
Faeroe Islands,FRO,2010,,80.64390244,48708
Faeroe Islands,FRO,2011,,80.84634146,48863
Faeroe Islands,FRO,2012,,81.09756098,49075
Faeroe Islands,FRO,2013,,81.3,49326
Fiji,FJI,1700,,,118803
Fiji,FJI,1800,,,130533
Fiji,FJI,1843,,,140000
Fiji,FJI,1850,,,137000
Fiji,FJI,1881,,,127000
Fiji,FJI,1891,,,121000
Fiji,FJI,1900,,,120000
Fiji,FJI,1901,,,120000
Fiji,FJI,1911,,,140000
Fiji,FJI,1921,,,157000
Fiji,FJI,1936,,,198000
Fiji,FJI,1946,,,260000
Fiji,FJI,1950,,,288993
Fiji,FJI,1951,,,296204
Fiji,FJI,1952,,,304808
Fiji,FJI,1953,,,314345
Fiji,FJI,1954,,,324471
Fiji,FJI,1955,,,334964
Fiji,FJI,1956,,,345732
Fiji,FJI,1957,,,356801
Fiji,FJI,1958,,,368303
Fiji,FJI,1959,,,380434
Fiji,FJI,1960,,55.9584878,393366
Fiji,FJI,1961,,56.39273171,407137
Fiji,FJI,1962,,56.81746341,421563
Fiji,FJI,1963,,57.23217073,436199
Fiji,FJI,1964,,57.63885366,450447
Fiji,FJI,1965,,58.03602439,463885
Fiji,FJI,1966,,58.42619512,476334
Fiji,FJI,1967,,58.80834146,487922
Fiji,FJI,1968,,59.1824878,498903
Fiji,FJI,1969,,59.54860976,509680
Fiji,FJI,1970,,59.9062439,520555
Fiji,FJI,1971,,60.25239024,531631
Fiji,FJI,1972,,60.58802439,542846
Fiji,FJI,1973,,60.91214634,554147
Fiji,FJI,1974,,61.22621951,565426
Fiji,FJI,1975,,61.53217073,576634
Fiji,FJI,1976,,61.83297561,587565
Fiji,FJI,1977,,62.12958537,598298
Fiji,FJI,1978,,62.42397561,609387
Fiji,FJI,1979,,62.71765854,621579
Fiji,FJI,1980,,63.00863415,635297
Fiji,FJI,1981,,63.29646341,651006
Fiji,FJI,1982,,63.57817073,668259
Fiji,FJI,1983,,63.85334146,685461
Fiji,FJI,1984,,64.11997561,700434
Fiji,FJI,1985,,64.37909756,711703
Fiji,FJI,1986,,64.62970732,718535
Fiji,FJI,1987,,64.87329268,721637
Fiji,FJI,1988,,65.11134146,722753
Fiji,FJI,1989,,65.34385366,724404
Fiji,FJI,1990,,65.57085366,728390
Fiji,FJI,1991,,65.79331707,735262
Fiji,FJI,1992,,66.0112439,744396
Fiji,FJI,1993,,66.22414634,754981
Fiji,FJI,1994,,66.43353659,765725
Fiji,FJI,1995,,66.63890244,775651
Fiji,FJI,1996,,66.8402439,784713
Fiji,FJI,1997,,67.03756098,793165
Fiji,FJI,1998,,67.23085366,800685
Fiji,FJI,1999,,67.42012195,806927
Fiji,FJI,2000,,67.60585366,811718
Fiji,FJI,2001,,67.788,814780
Fiji,FJI,2002,,67.96709756,816336
Fiji,FJI,2003,,68.14314634,817339
Fiji,FJI,2004,,68.31768293,819102
Fiji,FJI,2005,,68.49178049,822553
Fiji,FJI,2006,,68.666,828046
Fiji,FJI,2007,,68.84239024,835267
Fiji,FJI,2008,,69.021,843651
Fiji,FJI,2009,,69.20080488,852323
Fiji,FJI,2010,,69.38231707,860623
Fiji,FJI,2011,,69.56397561,868406
Fiji,FJI,2012,,69.74473171,875822
Fiji,FJI,2013,,69.923,882863
Finland,FIN,1700,,,400000
Finland,FIN,1800,,,977662
Finland,FIN,1820,,,1169000
Finland,FIN,1821,,,1186000
Finland,FIN,1822,,,1202000
Finland,FIN,1823,,,1219000
Finland,FIN,1824,,,1235000
Finland,FIN,1825,,,1252000
Finland,FIN,1826,,,1268000
Finland,FIN,1827,,,1310000
Finland,FIN,1828,,,1326000
Finland,FIN,1829,,,1343000
Finland,FIN,1830,,,1364000
Finland,FIN,1831,,,1374000
Finland,FIN,1832,,,1378000
Finland,FIN,1833,,,1383000
Finland,FIN,1834,,,1387000
Finland,FIN,1835,,,1391000
Finland,FIN,1836,,,1399000
Finland,FIN,1837,,,1409000
Finland,FIN,1838,,,1420000
Finland,FIN,1839,,,1430000
Finland,FIN,1840,,,1441000
Finland,FIN,1841,,,1456000
Finland,FIN,1842,,,1476000
Finland,FIN,1843,,,1495000
Finland,FIN,1844,,,1516000
Finland,FIN,1845,,,1536000
Finland,FIN,1846,,,1555000
Finland,FIN,1847,,,1573000
Finland,FIN,1848,,,1591000
Finland,FIN,1849,,,1610000
Finland,FIN,1850,,,1628000
Finland,FIN,1851,,,1642000
Finland,FIN,1852,,,1652000
Finland,FIN,1853,,,1663000
Finland,FIN,1854,,,1673000
Finland,FIN,1855,,,1683000
Finland,FIN,1856,,,1692000
Finland,FIN,1857,,,1703000
Finland,FIN,1858,,,1715000
Finland,FIN,1859,,,1726000
Finland,FIN,1860,,,1738000
Finland,FIN,1861,,,1754000
Finland,FIN,1862,,,1774000
Finland,FIN,1863,,,1794000
Finland,FIN,1864,,,1813000
Finland,FIN,1865,,,1833000
Finland,FIN,1866,,,1840000
Finland,FIN,1867,,,1831000
Finland,FIN,1868,,,1776000
Finland,FIN,1869,,,1734000
Finland,FIN,1870,,,1754000
Finland,FIN,1871,,,1786000
Finland,FIN,1872,,,1819000
Finland,FIN,1873,,,1847000
Finland,FIN,1874,,,1873000
Finland,FIN,1875,,,1899000
Finland,FIN,1876,,,1928000
Finland,FIN,1877,,,1957000
Finland,FIN,1878,,,1983000
Finland,FIN,1879,,,2014000
Finland,FIN,1880,,,2047000
Finland,FIN,1881,,,2072000
Finland,FIN,1882,,,2098000
Finland,FIN,1883,,,2130000
Finland,FIN,1884,,,2164000
Finland,FIN,1885,,,2195000
Finland,FIN,1886,,,2224000
Finland,FIN,1887,,,2259000
Finland,FIN,1888,,,2296000
Finland,FIN,1889,,,2331000
Finland,FIN,1890,,,2364000
Finland,FIN,1891,,,2394000
Finland,FIN,1892,,,2451000
Finland,FIN,1893,,,2430000
Finland,FIN,1894,,,2511000
Finland,FIN,1895,,,2483000
Finland,FIN,1896,,,2515000
Finland,FIN,1897,,,2549000
Finland,FIN,1898,,,2589000
Finland,FIN,1899,,,2624000
Finland,FIN,1900,,,2646000
